id,name,type,level,rarity,vendor_value
1057,Yakkington's Chestguard,Armor,80,Exotic,396
1058,Berserker's Scallywag Chest of the Lich,Armor,76,Exotic,378
1059,Ravaging Swindler Gloves,Armor,59,Fine,46
1060,Galrath's Chestguard,Armor,80,Exotic,396
1061,Carrion Privateer Boots,Armor,80,Fine,66
1062,Mighty Worn Chain Coat,Armor,6,Fine,17
1063,Mighty Worn Chain Coat,Armor,11,Fine,24
1064,Berserker's Privateer Gloves,Armor,61,Fine,47
1065,Strong Privateer Shoulders of the Flock,Armor,39,Rare,123
1066,Mighty Worn Chain Coat,Armor,16,Fine,30
1067,Precise Worn Chain Coat,Armor,7,Fine,18
1068,Strong Privateer Shoulders of Strength,Armor,46,Rare,139
1069,Precise Worn Chain Coat,Armor,12,Fine,26
1070,Rampager's Privateer Boots,Armor,63,Fine,54
1071,Precise Worn Chain Coat,Armor,17,Fine,32
1072,Strong Privateer Shoulders of the Pack,Armor,53,Rare,156
1073,Vital Worn Chain Coat,Armor,8,Fine,20
1074,Berserker's Privateer Gloves,Armor,66,Fine,51
1075,Vital Worn Chain Coat,Armor,13,Fine,27
1076,Vital Worn Chain Coat,Armor,18,Fine,33
1077,Ravaging Privateer Shoulders of the Centaur,Armor,40,Rare,126
1078,Malign Worn Chain Coat,Armor,9,Fine,21
1079,Berserker's Privateer Gloves,Armor,71,Fine,54
1080,Malign Worn Chain Coat,Armor,14,Fine,29
1081,Ravaging Privateer Shoulders of Vampirism,Armor,47,Rare,139
1082,Malign Worn Chain Coat,Armor,19,Fine,35
1083,Strong Rogue Pauldrons of Vampirism,Armor,60,Rare,172
1084,Strong Worn Chain Coat,Armor,21,Fine,36
1085,Berserker's Rogue Pauldrons of Infiltration,Armor,67,Rare,185
1086,Strong Worn Chain Coat,Armor,26,Fine,42
1087,Berserker's Privateer Gloves,Armor,76,Fine,57
1088,Strong Worn Scale Coat,Armor,31,Fine,47
1089,Berserker's Rogue Pauldrons of Mercy,Armor,74,Rare,202
1090,Strong Worn Scale Coat,Armor,36,Fine,53
1091,Rampager's Privateer Boots,Armor,68,Fine,57
1092,Ravaging Worn Chain Coat,Armor,22,Fine,38
1093,Rampager's Privateer Boots,Armor,73,Fine,61
1094,Berserker's Rogue Pauldrons of the Flock,Armor,80,Rare,218
1095,Ravaging Worn Chain Coat,Armor,27,Fine,42
1096,Ravaging Worn Scale Coat,Armor,32,Fine,48
1097,Ravaging Rogue Pauldrons of the Flame Legion,Armor,54,Rare,156
1098,Ravaging Worn Scale Coat,Armor,37,Fine,53
1099,Berserker's Privateer Gloves,Armor,80,Fine,60
1100,Carrion Rogue Pauldrons of Strength,Armor,61,Rare,172
1101,Honed Worn Chain Coat,Armor,23,Fine,39
1102,Honed Worn Chain Coat,Armor,28,Fine,44
1103,Carrion Privateer Gloves,Armor,62,Fine,48
1104,Honed Worn Scale Coat,Armor,33,Fine,50
1105,Carrion Rogue Pauldrons of the Afflicted,Armor,68,Rare,189
1106,Honed Worn Scale Coat,Armor,38,Fine,54
1107,Carrion Rogue Pauldrons of Dwayna,Armor,75,Rare,205
1108,Carrion Privateer Gloves,Armor,67,Fine,51
1109,Ravaging Worn Chain Coat,Armor,24,Fine,39
1110,Ravaging Worn Chain Coat,Armor,29,Fine,45
1111,Carrion Rogue Pauldrons of the Grove,Armor,80,Rare,218
1112,Ravaging Worn Scale Coat,Armor,34,Fine,50
1113,Rampager's Privateer Boots,Armor,78,Fine,64
1114,Ravaging Worn Scale Coat,Armor,39,Fine,56
1115,Honed Rogue Pauldrons of Hoelbrak,Armor,55,Rare,159
1116,Carrion Privateer Gloves,Armor,72,Fine,54
1117,Strong Worn Scale Coat,Armor,41,Fine,57
1118,Rampager's Rogue Pauldrons of Grenth,Armor,62,Rare,175
1119,Strong Worn Scale Coat,Armor,46,Fine,63
1120,Strong Worn Scale Coat,Armor,51,Fine,68
1121,Rampager's Rogue Pauldrons of Hoelbrak,Armor,69,Rare,192
1122,Rampager's Privateer Boots,Armor,80,Fine,66
1123,Strong Worn Scale Coat,Armor,56,Fine,74
1124,Carrion Privateer Gloves,Armor,77,Fine,57
1125,Ravaging Worn Scale Coat,Armor,42,Fine,59
1126,Ravaging Worn Scale Coat,Armor,47,Fine,63
1127,Rampager's Rogue Pauldrons of Grenth,Armor,76,Rare,208
1128,Rampager's Rogue Pauldrons of the Eagle,Armor,80,Rare,218
1129,Ravaging Worn Scale Coat,Armor,52,Fine,69
1130,Carrion Privateer Gloves,Armor,80,Fine,60
1131,Ravaging Worn Scale Coat,Armor,57,Fine,74
1132,Shaman's Rogue Pauldrons of Dwayna,Armor,70,Rare,195
1133,Honed Worn Scale Coat,Armor,43,Fine,60
1134,Shaman's Rogue Pauldrons of Hoelbrak,Armor,77,Rare,208
1135,Honed Worn Scale Coat,Armor,48,Fine,65
1136,Rampager's Privateer Gloves,Armor,63,Fine,49
1137,Honed Worn Scale Coat,Armor,53,Fine,71
1138,Honed Worn Scale Coat,Armor,58,Fine,75
1139,Shaman's Privateer Boots,Armor,64,Fine,54
1140,Ravaging Worn Scale Coat,Armor,44,Fine,60
1141,Shaman's Rogue Pauldrons of the Traveler,Armor,80,Rare,218
1142,Ravaging Worn Scale Coat,Armor,49,Fine,66
1143,Cleric's Rogue Pauldrons of the Grove,Armor,71,Rare,195
1144,Rampager's Privateer Gloves,Armor,68,Fine,52
1145,Ravaging Worn Scale Coat,Armor,54,Fine,71
1146,Ravaging Worn Scale Coat,Armor,59,Fine,77
1147,Cleric's Rogue Pauldrons of the Eagle,Armor,78,Rare,212
1148,Rampager's Privateer Gloves,Armor,73,Fine,55
1149,Berserker's Reinforced Scale Coat,Armor,61,Fine,78
1150,Berserker's Reinforced Scale Coat,Armor,66,Fine,84
1151,Cleric's Rogue Pauldrons of Lyssa,Armor,80,Rare,218
1152,Rogue Pauldrons of Mercy,Armor,72,Rare,198
1153,Berserker's Reinforced Scale Coat,Armor,71,Fine,89
1154,Shaman's Privateer Boots,Armor,69,Fine,58
1155,Berserker's Reinforced Scale Coat,Armor,76,Fine,95
1156,Berserker's Reinforced Scale Coat,Armor,80,Fine,99
1157,Carrion Reinforced Scale Coat,Armor,62,Fine,80
1158,Rogue Pauldrons of Infiltration,Armor,79,Rare,215
1159,Rogue Pauldrons of Infiltration,Armor,80,Rare,218
1160,Carrion Reinforced Scale Coat,Armor,67,Fine,84
1161,Rampager's Privateer Gloves,Armor,78,Fine,58
1162,Carrion Reinforced Scale Coat,Armor,72,Fine,90
1163,Carrion Reinforced Scale Coat,Armor,77,Fine,95
1164,Mighty Studded Pants,Armor,0,Basic,5
1165,Carrion Reinforced Scale Coat,Armor,80,Fine,99
1166,Rampager's Privateer Gloves,Armor,80,Fine,60
1167,Rampager's Reinforced Scale Coat,Armor,63,Fine,81
1168,Rampager's Reinforced Scale Coat,Armor,68,Fine,86
1169,Shaman's Privateer Boots,Armor,74,Fine,61
1170,Rampager's Reinforced Scale Coat,Armor,73,Fine,92
1171,Rampager's Reinforced Scale Coat,Armor,78,Fine,96
1172,Mighty Studded Pants,Armor,0,Basic,7
1173,Shaman's Privateer Gloves,Armor,64,Fine,49
1174,Rampager's Reinforced Scale Coat,Armor,80,Fine,99
1175,Shaman's Reinforced Scale Coat,Armor,64,Fine,81
1176,Shaman's Reinforced Scale Coat,Armor,69,Fine,87
1177,Shaman's Reinforced Scale Coat,Armor,74,Fine,92
1178,Shaman's Privateer Gloves,Armor,69,Fine,53
1179,Shaman's Privateer Boots,Armor,79,Fine,65
1180,Shaman's Reinforced Scale Coat,Armor,79,Fine,98
1181,Shaman's Reinforced Scale Coat,Armor,80,Fine,99
1182,Shaman's Privateer Gloves,Armor,74,Fine,55
1183,Berserker's Sneakthief Leggings of Divinity,Armor,62,Exotic,297
1184,Shaman's Privateer Gloves,Armor,79,Fine,59
1185,Berserker's Sneakthief Leggings of the Centaur,Armor,70,Exotic,331
1186,Berserker's Sneakthief Leggings of Hoelbrak,Armor,78,Exotic,359
1187,Shaman's Privateer Gloves,Armor,80,Fine,60
1188,Nika's Leggings,Armor,80,Exotic,370
1189,Shaman's Privateer Boots,Armor,80,Fine,66
1190,Carrion Sneakthief Leggings of the Centaur,Armor,63,Exotic,303
1191,Carrion Sneakthief Leggings of Balthazar,Armor,71,Exotic,331
1192,Carrion Sneakthief Leggings of Mercy,Armor,79,Exotic,364
1193,Shiro's Leggings,Armor,80,Exotic,370
1194,Rampager's Sneakthief Leggings of the Dolyak,Armor,64,Exotic,303
1195,Rampager's Sneakthief Leggings of Scavenging,Armor,72,Exotic,336
1196,Aidan's Leggings,Armor,80,Exotic,370
1197,Shaman's Sneakthief Leggings of the Dolyak,Armor,65,Exotic,308
1198,Mighty Worn Scale Coat of Grenth,Armor,14,Masterwork,57
1199,Shaman's Sneakthief Leggings of the Pack,Armor,73,Exotic,342
1200,Mighty Worn Scale Coat of Infiltration,Armor,20,Masterwork,72
1201,Strong Worn Scale Coat of Scavenging,Armor,26,Masterwork,84
1202,Reyna's Leggings,Armor,80,Exotic,370
1203,Strong Worn Scale Coat of the Traveler,Armor,32,Masterwork,96
1204,Cleric's Sneakthief Leggings of the Afflicted,Armor,66,Exotic,314
1205,Strong Worn Scale Coat of the Grove,Armor,38,Masterwork,108
1206,Ravaging Worn Scale Coat of the Flock,Armor,27,Masterwork,84
1207,Cleric's Sneakthief Leggings of Infiltration,Armor,74,Exotic,342
1208,Ravaging Worn Scale Coat of Vampirism,Armor,33,Masterwork,99
1209,Zho's Leggings,Armor,80,Exotic,370
1210,Strong Reinforced Scale Coat of Vampirism,Armor,44,Masterwork,120
1212,Strong Reinforced Scale Coat of Grenth,Armor,50,Masterwork,135
1213,Strong Reinforced Scale Coat of Hoelbrak,Armor,56,Masterwork,147
1214,Errol's Leggings,Armor,80,Exotic,370
1215,Ravaging Worn Scale Coat of the Flock,Armor,39,Masterwork,111
1216,Ravaging Reinforced Scale Coat of the Afflicted,Armor,45,Masterwork,123
1217,Ravaging Reinforced Scale Coat of Hoelbrak,Armor,51,Masterwork,135
1218,Berserker's Sneakthief Leggings of Infiltration,Armor,76,Exotic,353
1219,Ravaging Reinforced Scale Coat of Mercy,Armor,57,Masterwork,147
1220,Honed Reinforced Scale Coat of Strength,Armor,40,Masterwork,114
1221,Vatlaaw's Leggings,Armor,80,Exotic,370
1222,Mighty Studded Pants,Armor,6,Fine,16
1223,Honed Reinforced Scale Coat of Rage,Armor,46,Masterwork,126
1224,Honed Reinforced Scale Coat of Strength,Armor,52,Masterwork,138
1225,Mighty Studded Pants,Armor,11,Fine,23
1226,Honed Reinforced Scale Coat of the Afflicted,Armor,58,Masterwork,150
1227,Mighty Studded Pants,Armor,16,Fine,28
1228,Ravaging Reinforced Scale Coat of the Eagle,Armor,53,Masterwork,141
1229,Ravaging Reinforced Scale Coat of Strength,Armor,59,Masterwork,153
1230,Precise Studded Pants,Armor,7,Fine,17
1231,Berserker's Reinforced Scale Coat of Infiltration,Armor,62,Masterwork,159
1232,Berserker's Reinforced Scale Coat of the Eagle,Armor,68,Masterwork,171
1233,Precise Studded Pants,Armor,12,Fine,24
1234,Precise Studded Pants,Armor,17,Fine,30
1235,Berserker's Reinforced Scale Coat of Hoelbrak,Armor,74,Masterwork,183
1236,Berserker's Reinforced Scale Coat of Grenth,Armor,80,Masterwork,198
1237,Vital Studded Pants,Armor,8,Fine,19
1238,Carrion Reinforced Scale Coat of Scavenging,Armor,63,Masterwork,162
1239,Vital Studded Pants,Armor,13,Fine,26
1240,Carrion Reinforced Scale Coat of Infiltration,Armor,69,Masterwork,174
1241,Vital Studded Pants,Armor,18,Fine,31
1242,Carrion Reinforced Scale Coat of Rata Sum,Armor,75,Masterwork,186
1243,Carrion Reinforced Scale Coat of the Afflicted,Armor,79,Masterwork,195
1244,Malign Studded Pants,Armor,9,Fine,20
1245,Carrion Reinforced Scale Coat of Balthazar,Armor,80,Masterwork,198
1246,Rampager's Reinforced Scale Coat of the Dolyak,Armor,64,Masterwork,162
1247,Malign Studded Pants,Armor,14,Fine,27
1248,Rampager's Reinforced Scale Coat of Lyssa,Armor,70,Masterwork,177
1249,Rampager's Reinforced Scale Coat of the Centaur,Armor,76,Masterwork,189
1250,Malign Studded Pants,Armor,19,Fine,33
1251,Rampager's Reinforced Scale Coat of the Flock,Armor,80,Masterwork,198
1252,Shaman's Reinforced Scale Coat of Balthazar,Armor,65,Masterwork,165
1253,Strong Studded Pants,Armor,21,Fine,34
1254,Shaman's Reinforced Scale Coat of Divinity,Armor,71,Masterwork,177
1255,Strong Studded Pants,Armor,26,Fine,40
1256,Shaman's Reinforced Scale Coat of the Grove,Armor,77,Masterwork,189
1257,Strong Swindler Pants,Armor,31,Fine,44
1258,Shaman's Reinforced Scale Coat of the Eagle,Armor,80,Masterwork,198
1259,Cleric's Reinforced Scale Coat of Rage,Armor,66,Masterwork,168
1260,Strong Swindler Pants,Armor,36,Fine,49
1261,Cleric's Reinforced Scale Coat of Infiltration,Armor,72,Masterwork,180
1262,Ravaging Studded Pants,Armor,22,Fine,35
1263,Cleric's Reinforced Scale Coat of Lyssa,Armor,78,Masterwork,192
1264,Ravaging Studded Pants,Armor,27,Fine,40
1265,Cleric's Reinforced Scale Coat of Scavenging,Armor,80,Masterwork,198
1266,Ravaging Swindler Pants,Armor,32,Fine,45
1267,Ravaging Swindler Pants,Armor,37,Fine,49
1268,Strong Reinforced Scale Coat of Rage,Armor,39,Rare,167
1269,Strong Reinforced Scale Coat of Lyssa,Armor,46,Rare,189
1270,Honed Studded Pants,Armor,23,Fine,37
1271,Strong Reinforced Scale Coat of Divinity,Armor,53,Rare,212
1272,Honed Studded Pants,Armor,28,Fine,41
1273,Ravaging Reinforced Scale Coat of Rage,Armor,40,Rare,171
1274,Honed Swindler Pants,Armor,33,Fine,47
1275,Ravaging Reinforced Scale Coat of the Afflicted,Armor,47,Rare,189
1276,Strong Banded Coat of Mercy,Armor,60,Rare,234
1277,Berserker's Banded Coat of the Lich,Armor,67,Rare,252
1278,Honed Swindler Pants,Armor,38,Fine,51
1279,Berserker's Banded Coat of the Eagle,Armor,74,Rare,275
1280,Berserker's Banded Coat of Grenth,Armor,80,Rare,297
1281,Ravaging Studded Pants,Armor,24,Fine,37
1282,Ravaging Studded Pants,Armor,29,Fine,42
1283,Ravaging Banded Coat of the Eagle,Armor,54,Rare,212
1284,Carrion Banded Coat of Mercy,Armor,61,Rare,234
1285,Ravaging Swindler Pants,Armor,34,Fine,47
1286,Carrion Banded Coat of Strength,Armor,68,Rare,257
1287,Ravaging Swindler Pants,Armor,39,Fine,52
1288,Carrion Banded Coat of the Grove,Armor,75,Rare,279
1289,Strong Swindler Pants,Armor,41,Fine,54
1290,Carrion Banded Coat of Hoelbrak,Armor,80,Rare,297
1291,Honed Banded Coat of the Flame Legion,Armor,55,Rare,216
1292,Rampager's Banded Coat of Infiltration,Armor,62,Rare,239
1293,Rampager's Banded Coat of Dwayna,Armor,69,Rare,261
1294,Strong Swindler Pants,Armor,46,Fine,59
1295,Rampager's Banded Coat of Lyssa,Armor,76,Rare,284
1296,Strong Swindler Pants,Armor,51,Fine,63
1297,Rampager's Banded Coat of Dwayna,Armor,80,Rare,297
1298,Shaman's Banded Coat of Lyssa,Armor,70,Rare,266
1299,Strong Swindler Pants,Armor,56,Fine,69
1300,Ravaging Swindler Pants,Armor,42,Fine,55
1301,Shaman's Banded Coat of Melandru,Armor,77,Rare,284
1302,Mighty Swindler Boots of the Lich,Armor,14,Masterwork,38
1303,Shaman's Banded Coat of Lyssa,Armor,80,Rare,297
1304,Ravaging Swindler Pants,Armor,47,Fine,59
1305,Cleric's Banded Coat of Grenth,Armor,71,Rare,266
1306,Ravaging Swindler Pants,Armor,52,Fine,65
1307,Cleric's Banded Coat of Strength,Armor,78,Rare,288
1308,Mighty Swindler Boots of Divinity,Armor,20,Masterwork,48
1309,Cleric's Banded Coat of Rage,Armor,80,Rare,297
1310,Ravaging Swindler Pants,Armor,57,Fine,69
1311,Banded Coat of Strength,Armor,72,Rare,270
1312,Honed Swindler Pants,Armor,43,Fine,56
1313,Banded Coat of Strength,Armor,79,Rare,293
1314,Banded Coat of Lyssa,Armor,80,Rare,297
1315,Honed Swindler Pants,Armor,48,Fine,61
1316,Strong Swindler Boots of Melandru,Armor,26,Masterwork,56
1317,Mighty Worn Chain Gauntlets,Armor,0,Basic,4
1318,Honed Swindler Pants,Armor,53,Fine,66
1319,Honed Swindler Pants,Armor,58,Fine,70
1320,Strong Swindler Boots of the Citadel,Armor,32,Masterwork,64
1321,Mighty Worn Chain Gauntlets,Armor,0,Basic,5
1322,Ravaging Swindler Pants,Armor,44,Fine,56
1323,Strong Swindler Boots of Infiltration,Armor,38,Masterwork,72
1324,Ravaging Swindler Pants,Armor,49,Fine,62
1325,Ravaging Swindler Pants,Armor,54,Fine,66
1326,Ravaging Swindler Boots of the Citadel,Armor,27,Masterwork,56
1327,Berserker's Scallywag Gauntlets of the Afflicted,Armor,62,Exotic,191
1328,Berserker's Scallywag Gauntlets of the Citadel,Armor,70,Exotic,213
1329,Ravaging Swindler Pants,Armor,59,Fine,72
1330,Berserker's Privateer Pants,Armor,61,Fine,73
1331,Berserker's Scallywag Gauntlets of the Flock,Armor,78,Exotic,231
1332,Ravaging Swindler Boots of Rata Sum,Armor,33,Masterwork,66
1333,Devona's Gauntlets,Armor,80,Exotic,238
1334,Berserker's Privateer Pants,Armor,66,Fine,79
1335,Carrion Scallywag Gauntlets of the Dolyak,Armor,63,Exotic,195
1336,Berserker's Privateer Pants,Armor,71,Fine,83
1337,Carrion Scallywag Gauntlets of the Citadel,Armor,71,Exotic,213
1338,Berserker's Privateer Pants,Armor,76,Fine,89
1339,Carrion Scallywag Gauntlets of the Afflicted,Armor,79,Exotic,234
1340,Strong Privateer Boots of Grenth,Armor,44,Masterwork,80
1341,Berserker's Privateer Pants,Armor,80,Fine,93
1342,Sheena's Gauntlets,Armor,80,Exotic,238
1343,Carrion Privateer Pants,Armor,62,Fine,75
1344,Rampager's Scallywag Gauntlets of the Pack,Armor,64,Exotic,195
1345,Strong Privateer Boots of Balthazar,Armor,50,Masterwork,90
1346,Carrion Privateer Pants,Armor,67,Fine,79
1347,Rampager's Scallywag Gauntlets of Infiltration,Armor,72,Exotic,216
1348,Carrion Privateer Pants,Armor,72,Fine,84
1349,Koss' Gauntlets,Armor,80,Exotic,238
1350,Shaman's Scallywag Gauntlets of the Flock,Armor,65,Exotic,198
1351,Carrion Privateer Pants,Armor,77,Fine,89
1352,Shaman's Scallywag Gauntlets of the Centaur,Armor,73,Exotic,220
1353,Strong Privateer Boots of Rata Sum,Armor,56,Masterwork,98
1354,Carrion Privateer Pants,Armor,80,Fine,93
1355,Jalis' Gauntlets,Armor,80,Exotic,238
1356,Ravaging Swindler Boots of the Grove,Armor,39,Masterwork,74
1357,Cleric's Scallywag Gauntlets of Vampirism,Armor,66,Exotic,202
1358,Rampager's Privateer Pants,Armor,63,Fine,76
1359,Cleric's Scallywag Gauntlets of the Flame Legion,Armor,74,Exotic,220
1360,Rurik's Gauntlets,Armor,80,Exotic,238
1361,Rampager's Privateer Pants,Armor,68,Fine,80
1362,Ravaging Privateer Boots of Melandru,Armor,45,Masterwork,82
1363,Scallywag Gauntlets of the Flock,Armor,75,Exotic,224
1364,Rampager's Privateer Pants,Armor,73,Fine,86
1365,Yakkington's Gauntlets,Armor,80,Exotic,238
1366,Berserker's Scallywag Gauntlets of the Pack,Armor,76,Exotic,227
1367,Rampager's Privateer Pants,Armor,78,Fine,90
1368,Ravaging Privateer Boots of Scavenging,Armor,51,Masterwork,90
1369,Galrath's Gauntlets,Armor,80,Exotic,238
1370,Mighty Worn Chain Gauntlets,Armor,6,Fine,10
1371,Rampager's Privateer Pants,Armor,80,Fine,93
1372,Mighty Worn Chain Gauntlets,Armor,11,Fine,15
1373,Shaman's Privateer Pants,Armor,64,Fine,76
1374,Mighty Worn Chain Gauntlets,Armor,16,Fine,18
1375,Shaman's Privateer Pants,Armor,69,Fine,82
1376,Precise Worn Chain Gauntlets,Armor,7,Fine,11
1377,Ravaging Privateer Boots of the Afflicted,Armor,57,Masterwork,98
1378,Precise Worn Chain Gauntlets,Armor,12,Fine,16
1379,Shaman's Privateer Pants,Armor,74,Fine,86
1380,Precise Worn Chain Gauntlets,Armor,17,Fine,19
1381,Honed Privateer Boots of the Centaur,Armor,40,Masterwork,76
1382,Vital Worn Chain Gauntlets,Armor,8,Fine,12
1383,Shaman's Privateer Pants,Armor,79,Fine,91
1384,Vital Worn Chain Gauntlets,Armor,13,Fine,17
1385,Shaman's Privateer Pants,Armor,80,Fine,93
1386,Vital Worn Chain Gauntlets,Armor,18,Fine,20
1387,Malign Worn Chain Gauntlets,Armor,9,Fine,13
1388,Honed Privateer Boots of Divinity,Armor,46,Masterwork,84
1389,Malign Worn Chain Gauntlets,Armor,14,Fine,18
1390,Malign Worn Chain Gauntlets,Armor,19,Fine,21
1391,Honed Privateer Boots of the Lich,Armor,52,Masterwork,92
1392,Strong Worn Chain Gauntlets,Armor,21,Fine,22
1393,Strong Worn Chain Gauntlets,Armor,26,Fine,26
1394,Strong Worn Scale Gauntlets,Armor,31,Fine,28
1395,Honed Privateer Boots of the Flock,Armor,58,Masterwork,100
1396,Strong Worn Scale Gauntlets,Armor,36,Fine,32
1397,Ravaging Worn Chain Gauntlets,Armor,22,Fine,23
1398,Ravaging Worn Chain Gauntlets,Armor,27,Fine,26
1399,Ravaging Privateer Boots of Lyssa,Armor,53,Masterwork,94
1400,Ravaging Worn Scale Gauntlets,Armor,32,Fine,29
1401,Ravaging Worn Scale Gauntlets,Armor,37,Fine,32
1402,Honed Worn Chain Gauntlets,Armor,23,Fine,24
1403,Honed Worn Chain Gauntlets,Armor,28,Fine,27
1404,Ravaging Privateer Boots of Hoelbrak,Armor,59,Masterwork,102
1405,Berserker's Privateer Boots of the Lich,Armor,62,Masterwork,106
1406,Honed Worn Scale Gauntlets,Armor,33,Fine,30
1407,Honed Worn Scale Gauntlets,Armor,38,Fine,33
1408,Ravaging Worn Chain Gauntlets,Armor,24,Fine,24
1409,Berserker's Privateer Boots of Vampirism,Armor,68,Masterwork,114
1410,Ravaging Worn Chain Gauntlets,Armor,29,Fine,27
1411,Ravaging Worn Scale Gauntlets,Armor,34,Fine,30
1412,Ravaging Worn Scale Gauntlets,Armor,39,Fine,34
1413,Berserker's Privateer Boots of the Afflicted,Armor,74,Masterwork,122
1414,Strong Worn Scale Gauntlets,Armor,41,Fine,35
1415,Strong Worn Scale Gauntlets,Armor,46,Fine,38
1416,Strong Worn Scale Gauntlets,Armor,51,Fine,41
1417,Berserker's Privateer Boots of the Traveler,Armor,80,Masterwork,132
1418,Strong Worn Scale Gauntlets,Armor,56,Fine,45
1419,Ravaging Worn Scale Gauntlets,Armor,42,Fine,36
1420,Ravaging Worn Scale Gauntlets,Armor,47,Fine,38
1421,Ravaging Worn Scale Gauntlets,Armor,52,Fine,42
1422,Carrion Privateer Boots of the Citadel,Armor,63,Masterwork,108
1423,Ravaging Worn Scale Gauntlets,Armor,57,Fine,45
1424,Honed Worn Scale Gauntlets,Armor,43,Fine,36
1425,Honed Worn Scale Gauntlets,Armor,48,Fine,39
1426,Carrion Privateer Boots of the Citadel,Armor,69,Masterwork,116
1427,Honed Worn Scale Gauntlets,Armor,53,Fine,43
1428,Honed Worn Scale Gauntlets,Armor,58,Fine,45
1429,Ravaging Worn Scale Gauntlets,Armor,44,Fine,36
1430,Carrion Privateer Boots of the Dolyak,Armor,75,Masterwork,124
1431,Ravaging Worn Scale Gauntlets,Armor,49,Fine,40
1432,Ravaging Worn Scale Gauntlets,Armor,54,Fine,43
1433,Carrion Privateer Boots of Rage,Armor,79,Masterwork,130
1434,Ravaging Worn Scale Gauntlets,Armor,59,Fine,46
1435,Berserker's Reinforced Scale Gauntlets,Armor,61,Fine,47
1436,Berserker's Reinforced Scale Gauntlets,Armor,66,Fine,51
1437,Berserker's Reinforced Scale Gauntlets,Armor,71,Fine,54
1438,Carrion Privateer Boots of the Centaur,Armor,80,Masterwork,132
1439,Berserker's Reinforced Scale Gauntlets,Armor,76,Fine,57
1440,Berserker's Reinforced Scale Gauntlets,Armor,80,Fine,60
1441,Mighty Swindler Pants of the Pack,Armor,14,Masterwork,54
1442,Mighty Swindler Pants of the Pack,Armor,20,Masterwork,68
1443,Carrion Reinforced Scale Gauntlets,Armor,62,Fine,48
1444,Rampager's Privateer Boots of the Traveler,Armor,64,Masterwork,108
1445,Carrion Reinforced Scale Gauntlets,Armor,67,Fine,51
1446,Strong Swindler Pants of Hoelbrak,Armor,26,Masterwork,79
1447,Carrion Reinforced Scale Gauntlets,Armor,72,Fine,54
1448,Carrion Reinforced Scale Gauntlets,Armor,77,Fine,57
1449,Strong Swindler Pants of Vampirism,Armor,32,Masterwork,90
1450,Strong Swindler Pants of Strength,Armor,38,Masterwork,101
1451,Carrion Reinforced Scale Gauntlets,Armor,80,Fine,60
1452,Rampager's Privateer Boots of the Flame Legion,Armor,70,Masterwork,118
1453,Rampager's Reinforced Scale Gauntlets,Armor,63,Fine,49
1454,Ravaging Swindler Pants of Mercy,Armor,27,Masterwork,79
1455,Rampager's Reinforced Scale Gauntlets,Armor,68,Fine,52
1456,Rampager's Reinforced Scale Gauntlets,Armor,73,Fine,55
1457,Rampager's Privateer Boots of the Flock,Armor,76,Masterwork,126
1458,Rampager's Reinforced Scale Gauntlets,Armor,78,Fine,58
1459,Ravaging Swindler Pants of the Traveler,Armor,33,Masterwork,93
1460,Strong Privateer Pants of the Flock,Armor,44,Masterwork,112
1461,Rampager's Reinforced Scale Gauntlets,Armor,80,Fine,60
1462,Rampager's Privateer Boots of Balthazar,Armor,80,Masterwork,132
1463,Shaman's Reinforced Scale Gauntlets,Armor,64,Fine,49
1464,Strong Privateer Pants of Divinity,Armor,50,Masterwork,126
1465,Shaman's Reinforced Scale Gauntlets,Armor,69,Fine,53
1466,Shaman's Reinforced Scale Gauntlets,Armor,74,Fine,55
1467,Strong Privateer Pants of the Eagle,Armor,56,Masterwork,138
1468,Shaman's Privateer Boots of the Flock,Armor,65,Masterwork,110
1469,Shaman's Reinforced Scale Gauntlets,Armor,79,Fine,59
1470,Shaman's Reinforced Scale Gauntlets,Armor,80,Fine,60
1471,Ravaging Swindler Pants of Rage,Armor,39,Masterwork,104
1472,Shaman's Privateer Boots of Hoelbrak,Armor,71,Masterwork,118
1473,Ravaging Privateer Pants of Dwayna,Armor,45,Masterwork,115
1474,Ravaging Privateer Pants of Dwayna,Armor,51,Masterwork,126
1475,Ravaging Privateer Pants of Rata Sum,Armor,57,Masterwork,138
1476,Shaman's Privateer Boots of Lyssa,Armor,77,Masterwork,126
1477,Honed Privateer Pants of Divinity,Armor,40,Masterwork,107
1478,Honed Privateer Pants of the Dolyak,Armor,46,Masterwork,118
1479,Shaman's Privateer Boots of Melandru,Armor,80,Masterwork,132
1480,Honed Privateer Pants of Mercy,Armor,52,Masterwork,129
1481,Honed Privateer Pants of Vampirism,Armor,58,Masterwork,140
1482,Ravaging Privateer Pants of Melandru,Armor,53,Masterwork,132
1483,Cleric's Privateer Boots of Melandru,Armor,66,Masterwork,112
1484,Ravaging Privateer Pants of Mercy,Armor,59,Masterwork,143
1485,Cleric's Privateer Boots of Dwayna,Armor,72,Masterwork,120
1486,Berserker's Privateer Pants of the Flame Legion,Armor,62,Masterwork,149
1487,Berserker's Privateer Pants of the Lich,Armor,68,Masterwork,160
1488,Cleric's Privateer Boots of the Traveler,Armor,78,Masterwork,128
1489,Berserker's Privateer Pants of the Flock,Armor,74,Masterwork,171
1490,Cleric's Privateer Boots of Hoelbrak,Armor,80,Masterwork,132
